cell	x	y	cluster
65222.WT_25	4592.838983050848	1413.449152542373	c15
65232.WT_25	4532.428571428572	477.0571428571429	c7
65236.WT_25	4547.6875	715.625	c11
65238.WT_25	4549.945945945946	801.2972972972973	c8
65239.WT_25	4566.777777777777	1073.0555555555557	c8
65240.WT_25	4569.936170212766	1106.468085106383	c5
65241.WT_25	4579.76	1223.92	c11
65242.WT_25	4579.482758620689	1244.4137931034484	c11
65251.WT_25	4526.225352112676	437.8732394366197	c27
65252.WT_25	4528.891304347826	467.9130434782609	c14
65253.WT_25	4534.637037037037	490.4	c7
65258.WT_25	4546.949152542373	776.7796610169491	c2
65260.WT_25	4554.538461538462	870.8717948717949	c5
65261.WT_25	4551.97794117647	900.5882352941177	c5
65276.WT_25	4529.5	448.475	c27
65281.WT_25	4562.172413793103	984.896551724138	c2
65284.WT_25	4570.2	1091.65	c5
65307.WT_25	4544.357894736842	697.578947368421	c11
65308.WT_25	4548.15625	762.171875	c9
65313.WT_25	4530.153846153846	515.8076923076923	c11
65315.WT_25	4544.936170212766	720.968085106383	c11
65316.WT_25	4548.3	794.7	c2
65317.WT_25	4552.625	855.075	c8
65318.WT_25	4554.371621621622	959.2432432432432	c5
65319.WT_25	4560.266666666666	966.9333333333332	c2
65320.WT_25	4569.368421052632	1126.157894736842	c9
65321.WT_25	4570.462686567164	1140.3880597014925	c9
65322.WT_25	4576.462962962963	1210.7037037037037	c11
65339.WT_25	4526.590476190476	495.35238095238094	c7
65343.WT_25	4543.833333333333	733.4038461538462	c11
65344.WT_25	4546.966666666666	787.6666666666666	c2
65346.WT_25	4550.366666666667	851.6333333333333	c2
65347.WT_25	4550.784810126583	889.8481012658228	c5
65348.WT_25	4558.44	987.84	c2
65349.WT_25	4567.535714285715	1133.696428571429	c9
65353.WT_25	4584.5888888888885	1417.522222222222	c15
65362.WT_25	4550.351351351352	845.1891891891892	c8
65363.WT_25	4553.553191489362	922.0	c5
65365.WT_25	4565.212121212121	1062.7121212121212	c11
65369.WT_25	4573.714285714285	1227.642857142857	c11
65388.WT_25	4521.784615384616	397.0615384615385	c15
65390.WT_25	4547.483050847458	837.0169491525423	c8
65391.WT_25	4557.115384615385	969.5	c8
65393.WT_25	4564.097222222223	1054.513888888889	c11
65394.WT_25	4565.5	1099.6052631578948	c5
65395.WT_25	4565.409090909091	1123.1363636363635	c2
65396.WT_25	4567.65	1153.2	c9
65398.WT_25	4584.478787878787	1434.4242424242425	c17
65413.WT_25	4530.5	567.83	c6
65415.WT_25	4538.409638554217	659.2650602409639	c0
65416.WT_25	4543.553846153846	707.5846153846154	c11
65417.WT_25	4544.972222222223	756.125	c2
65418.WT_25	4551.575757575758	865.060606060606	c5
65419.WT_25	4566.234042553191	1089.8085106382978	c5
65435.WT_25	4523.019230769231	459.50384615384615	c14
65440.WT_25	4546.767857142857	823.8571428571429	c8
65441.WT_25	4559.857142857143	1026.942857142857	c9
65442.WT_25	4561.923566878981	1046.3821656050957	c2
65444.WT_25	4563.275862068966	1097.0	c8
65446.WT_25	4565.940740740741	1160.6296296296296	c9
65457.WT_25	4529.617283950617	507.3333333333333	c11
65458.WT_25	4528.318181818182	524.2424242424242	c11
65459.WT_25	4529.012658227848	558.2405063291139	c6
65461.WT_25	4535.153846153846	618.0	c9
65464.WT_25	4545.055555555556	795.8888888888889	c2
65465.WT_25	4548.136363636364	882.0454545454545	c5
65466.WT_25	4556.134328358209	933.0149253731344	c5
65467.WT_25	4566.918552036199	1173.6470588235295	c9
65468.WT_25	4570.320895522388	1184.5597014925372	c9
65490.WT_25	4537.867924528302	714.0377358490566	c11
65491.WT_25	4542.380952380952	779.047619047619	c2
65492.WT_25	4548.488372093023	860.7441860465116	c8
65495.WT_25	4572.39375	1219.18125	c11
65497.WT_25	4577.9672131147545	1371.549180327869	c14
65508.WT_25	4531.15	624.775	c33
65509.WT_25	4548.851851851852	877.4074074074074	c8
65510.WT_25	4554.15	973.75	c5
65512.WT_25	4578.080246913581	1347.1049382716049	c27
65531.WT_25	4532.58549222798	664.7357512953367	c9
65533.WT_25	4550.582608695652	944.3173913043478	c5
65534.WT_25	4552.648648648648	988.5405405405404	c8
65535.WT_25	4556.685185185185	1014.8703703703704	c22
65536.WT_25	4558.035714285715	1021.2142857142856	c9
65537.WT_25	4556.973333333333	1033.3333333333333	c9
65538.WT_25	4558.575757575758	1059.909090909091	c9
65539.WT_25	4559.6024096385545	1075.6084337349398	c5
65540.WT_25	4562.961538461538	1111.1153846153843	c2
65554.WT_25	4516.564102564103	390.6923076923077	c15
65558.WT_25	4542.333333333333	789.8095238095239	c8
65559.WT_25	4553.578947368421	983.6052631578948	c22
65560.WT_25	4556.0	1039.34	c7
65561.WT_25	4554.421052631579	1046.7105263157894	c11
65563.WT_25	4564.71974522293	1196.2388535031846	c9
65564.WT_25	4581.095238095239	1409.142857142857	c15
65581.WT_25	4518.486486486487	426.5	c7
65586.WT_25	4538.357142857143	748.1031746031746	c2
65587.WT_25	4542.538461538462	830.974358974359	c2
65588.WT_25	4547.818681318681	928.2637362637364	c5
65590.WT_25	4566.595505617977	1210.6741573033707	c11
65604.WT_25	4525.011363636364	543.6704545454545	c3
65609.WT_25	4550.6578947368425	966.842105263158	c8
65624.WT_25	4538.538461538462	793.5384615384615	c2
65637.WT_25	4513.558139534884	376.3488372093023	c15
65639.WT_25	4544.694444444444	897.7222222222222	c5
65641.WT_25	4559.765957446809	1068.4893617021276	c8
65642.WT_25	4553.666666666667	1077.3589743589744	c5
65643.WT_25	4575.458904109589	1382.1917808219175	c14
65660.WT_25	4533.016	701.04	c14
65661.WT_25	4534.595959595959	760.1919191919192	c0
65662.WT_25	4538.633333333333	800.2	c11
65663.WT_25	4537.4358974358975	807.0512820512821	c2
65664.WT_25	4541.121212121212	840.1818181818181	c8
65665.WT_25	4542.846153846154	883.3461538461538	c5
65676.WT_25	4534.802083333333	720.71875	c2
65677.WT_25	4545.080459770115	871.3678160919541	c5
65681.WT_25	4560.038095238096	1149.6	c9
65698.WT_25	4505.461538461538	306.40384615384613	c17
65699.WT_25	4507.224719101124	371.3370786516854	c15
65701.WT_25	4531.7875	690.01875	c11
65702.WT_25	4534.26213592233	767.6407766990292	c2
65703.WT_25	4548.317073170731	1018.7560975609756	c9
65704.WT_25	4561.847457627118	1143.033898305085	c9
65719.WT_25	4513.24	412.96	c9
65721.WT_25	4515.037735849057	435.8301886792453	c7
65722.WT_25	4516.878787878788	484.3030303030303	c11
65723.WT_25	4521.178082191781	554.9041095890411	c6
65726.WT_25	4524.9857142857145	615.3714285714286	c17
65727.WT_25	4531.327868852459	678.688524590164	c23
65728.WT_25	4538.988372093023	876.6046511627907	c8
65729.WT_25	4544.115606936416	912.9364161849712	c5
65732.WT_25	4553.749287749288	1090.5441595441596	c5
65749.WT_25	4506.068965517241	312.51724137931035	c17
65750.WT_25	4509.0	420.25	c9
65753.WT_25	4529.770833333333	747.7083333333334	c2
65754.WT_25	4536.532110091744	780.8899082568807	c2
65755.WT_25	4554.269841269841	1109.309523809524	c8
65758.WT_25	4560.543859649123	1216.4736842105262	c11
65773.WT_25	4520.56	561.88	c14
65778.WT_25	4551.663461538462	1063.548076923077	c2
65790.WT_25	4510.636363636364	402.5757575757576	c7
65791.WT_25	4513.815533980583	474.13592233009706	c14
65793.WT_25	4535.176470588235	798.2647058823529	c9
65794.WT_25	4535.725190839695	819.6259541984733	c8
65806.WT_25	4510.675	486.425	c17
65812.WT_25	4525.770114942528	673.551724137931	c7
65814.WT_25	4545.511627906977	966.0232558139536	c2
65816.WT_25	4559.523809523809	1208.0	c12
65817.WT_25	4568.027777777777	1375.875	c14
65818.WT_25	4574.966666666666	1419.7333333333331	c17
65831.WT_25	4516.361256544503	513.5602094240837	c11
65834.WT_25	4529.248366013072	737.8562091503268	c9
65836.WT_25	4545.543859649123	975.640350877193	c8
65838.WT_25	4572.407821229051	1426.2011173184358	c15
65851.WT_25	4509.495049504951	385.5445544554456	c15
65852.WT_25	4511.638554216867	460.4096385542169	c27
65855.WT_25	4529.1349206349205	727.7936507936508	c22
65856.WT_25	4530.048387096775	774.9032258064516	c22
65857.WT_25	4536.532258064516	838.6935483870968	c8
65858.WT_25	4548.414634146341	1056.3658536585365	c8
65859.WT_25	4552.482758620689	1140.0	c9
65860.WT_25	4555.666666666667	1164.7083333333333	c9
65862.WT_25	4570.443661971831	1414.119718309859	c15
65878.WT_25	4505.31914893617	363.0	c15
65881.WT_25	4518.565217391304	568.9565217391304	c23
65883.WT_25	4526.464285714285	718.3928571428571	c2
65884.WT_25	4531.523076923077	786.8307692307692	c9
65885.WT_25	4531.466666666666	804.6666666666666	c8
65886.WT_25	4535.812849162011	862.0893854748604	c5
65887.WT_25	4540.27027027027	935.2162162162164	c8
65888.WT_25	4544.155737704919	1037.860655737705	c2
65889.WT_25	4546.953846153846	1048.5076923076922	c2
65902.WT_25	4506.744	452.16	c27
65905.WT_25	4516.712328767123	630.5068493150685	c2
65907.WT_25	4536.439655172414	849.6206896551724	c8
65908.WT_25	4536.0950413223145	890.7479338842975	c5
65909.WT_25	4537.197530864198	907.4691358024692	c5
65910.WT_25	4565.731428571428	1339.5257142857142	c27
65928.WT_25	4503.218181818182	382.6545454545454	c9
65929.WT_25	4504.753846153846	412.9230769230769	c9
65931.WT_25	4512.27027027027	521.0945945945946	c11
65932.WT_25	4517.420454545455	575.7386363636364	c9
65935.WT_25	4540.355263157895	944.2105263157896	c8
65937.WT_25	4553.631578947368	1134.578947368421	c9
65938.WT_25	4567.212389380531	1367.9380530973451	c14
65954.WT_25	4507.4639175257735	441.50515463917526	c9
65955.WT_25	4513.076923076923	537.7692307692307	c9
65959.WT_25	4526.3421052631575	712.6052631578947	c11
65960.WT_25	4525.801886792453	755.4056603773585	c14
65973.WT_25	4502.55737704918	375.4918032786885	c9
65977.WT_25	4530.72	841.62	c2
65985.WT_25	4497.8536585365855	303.8292682926829	c11
65988.WT_25	4521.964285714285	721.8035714285714	c9
65989.WT_25	4523.538461538462	748.1538461538462	c23
65991.WT_25	4530.745098039216	833.8627450980392	c2
65992.WT_25	4540.619565217391	962.717391304348	c8
65993.WT_25	4540.698689956332	988.2838427947598	c9
65995.WT_25	4553.102040816327	1200.795918367347	c9
65998.WT_25	4566.653679653679	1393.138528138528	c12
66017.WT_25	4504.692307692308	432.9294871794872	c9
66018.WT_25	4507.142857142857	483.4642857142857	c3
66019.WT_25	4507.3790849673205	503.281045751634	c11
66020.WT_25	4515.176470588235	564.8235294117648	c6
66021.WT_25	4520.36	689.4133333333333	c22
66022.WT_25	4529.45	828.15	c8
66024.WT_25	4544.555555555556	1088.0	c11
66037.WT_25	4497.961038961039	353.2857142857143	c15
66038.WT_25	4498.395604395604	361.68131868131866	c15
66043.WT_25	4521.097402597403	699.525974025974	c2
66045.WT_25	4526.902777777777	846.6944444444445	c2
66046.WT_25	4531.763888888889	879.5972222222222	c8
66047.WT_25	4534.948051948052	900.1818181818181	c5
66048.WT_25	4533.636363636364	957.4666666666668	c5
66049.WT_25	4537.3442622950815	973.2622950819672	c2
66050.WT_25	4543.5	1060.892857142857	c8
66051.WT_25	4551.168831168831	1193.87012987013	c9
66052.WT_25	4551.204918032787	1206.4098360655737	c11
66053.WT_25	4554.011976047904	1224.748502994012	c11
66077.WT_25	4507.291666666667	518.1666666666666	c11
66080.WT_25	4518.320754716981	677.188679245283	c9
66082.WT_25	4535.565217391304	940.0869565217392	c5
66084.WT_25	4548.425619834711	1129.0454545454545	c9
66085.WT_25	4552.1	1214.8	c9
66098.WT_25	4492.677419354839	306.8709677419355	c17
66100.WT_25	4502.320512820513	423.1794871794872	c14
66101.WT_25	4504.4473684210525	464.1842105263158	c9
66103.WT_25	4510.961538461538	569.1923076923077	c21
66108.WT_25	4541.611111111111	1055.9444444444443	c2
66110.WT_25	4545.5	1103.6176470588234	c11
66111.WT_25	4549.106666666667	1121.32	c2
66126.WT_25	4494.780219780219	390.3956043956044	c9
66128.WT_25	4522.772277227723	780.3366336633663	c22
66129.WT_25	4526.864583333333	791.8958333333334	c2
66130.WT_25	4538.416666666667	1016.9166666666666	c22
66132.WT_25	4549.069306930693	1157.4653465346537	c12
66142.WT_25	4521.615384615385	746.6153846153846	c2
66143.WT_25	4522.441176470588	764.7647058823529	c0
66144.WT_25	4524.676470588235	801.2941176470588	c2
66145.WT_25	4526.536585365854	822.9756097560976	c8
66146.WT_25	4525.333333333333	828.5833333333334	c2
66161.WT_25	4496.070351758794	400.3115577889447	c9
66163.WT_25	4519.166666666667	710.7777777777778	c9
66164.WT_25	4533.875	919.984375	c5
66165.WT_25	4539.845070422535	1096.3239436619715	c0
66166.WT_25	4541.866666666667	1102.2666666666669	c3
66167.WT_25	4540.987341772152	1122.1898734177216	c16
66169.WT_25	4544.614379084967	1142.4183006535948	c9
66184.WT_25	4508.663677130045	550.5156950672646	c3
66187.WT_25	4538.389830508475	1029.1186440677966	c16
66188.WT_25	4539.851851851852	1061.8148148148148	c2
66206.WT_25	4491.3125	312.8958333333333	c22
66207.WT_25	4508.431818181818	576.375	c21
66216.WT_25	4490.028301886792	299.60377358490564	c17
66217.WT_25	4502.809523809524	474.2857142857143	c11
66218.WT_25	4502.520833333333	481.4791666666667	c3
66221.WT_25	4507.712121212121	563.3409090909091	c10
66224.WT_25	4514.067567567568	672.6756756756756	c2
66226.WT_25	4516.558139534884	723.8604651162791	c2
66227.WT_25	4518.785714285715	732.1142857142858	c9
66228.WT_25	4517.988095238095	741.0357142857143	c9
66229.WT_25	4530.946428571428	926.6964285714286	c8
66230.WT_25	4532.428571428572	940.6428571428572	c8
66231.WT_25	4532.714285714285	1024.87012987013	c16
66232.WT_25	4559.132352941177	1385.4558823529412	c15
66246.WT_25	4510.7307692307695	637.0	c10
66248.WT_25	4523.921052631579	837.2894736842105	c0
66249.WT_25	4527.75	917.125	c8
66250.WT_25	4535.987951807229	949.0	c5
66251.WT_25	4535.066298342542	1048.7900552486187	c11
66253.WT_25	4541.068181818182	1153.7954545454545	c12
66276.WT_25	4499.016666666666	444.9	c27
66279.WT_25	4529.080645161291	935.048387096774	c5
66280.WT_25	4535.28125	1038.375	c2
66281.WT_25	4554.788461538462	1364.8125	c15
66295.WT_25	4489.323529411765	323.79411764705884	c15
66300.WT_25	4520.6461538461535	832.1384615384616	c2
66301.WT_25	4524.053097345132	877.2654867256637	c5
66302.WT_25	4528.875	950.0833333333334	c8
66303.WT_25	4530.565217391304	969.1304347826087	c23
66304.WT_25	4529.208092485549	978.849710982659	c8
66305.WT_25	4531.16	994.0	c2
66317.WT_25	4494.2125	370.3375	c9
66321.WT_25	4513.507042253521	707.2676056338029	c11
66323.WT_25	4519.592592592592	791.0	c8
66325.WT_25	4524.555555555556	853.9166666666666	c2
66327.WT_25	4527.25	940.8	c8
66329.WT_25	4532.884615384615	1012.4615384615385	c8
66330.WT_25	4557.554945054945	1408.8736263736264	c15
66343.WT_25	4492.897435897436	420.5128205128205	c27
66344.WT_25	4498.723684210527	501.4671052631579	c22
66346.WT_25	4514.75	758.75	c8
66347.WT_25	4517.315436241611	770.261744966443	c9
66348.WT_25	4515.536231884058	788.1594202898551	c2
66352.WT_25	4548.1875	1286.475	c11
66371.WT_25	4502.397849462365	535.1290322580645	c11
66372.WT_25	4501.666666666667	541.8518518518518	c6
66376.WT_25	4527.241379310345	967.448275862069	c2
66377.WT_25	4531.85593220339	1001.1355932203388	c2
66398.WT_25	4506.0	637.5833333333334	c10
66399.WT_25	4506.545454545455	641.1818181818181	c10
66400.WT_25	4524.851851851852	963.7777777777778	c8
66401.WT_25	4550.90625	1317.171875	c9
66411.WT_25	4508.136363636364	674.4545454545455	c2
66412.WT_25	4510.325581395349	697.3139534883721	c8
66413.WT_25	4512.296875	716.515625	c8
66414.WT_25	4514.027027027027	782.0	c8
66430.WT_25	4492.5142857142855	434.53333333333336	c27
66431.WT_25	4495.940740740741	467.4962962962963	c3
66432.WT_25	4501.188888888889	523.6666666666666	c11
66433.WT_25	4499.471014492754	575.0	c10
66434.WT_25	4506.851851851852	622.5185185185185	c6
66436.WT_25	4506.748502994012	685.3652694610779	c9
66437.WT_25	4511.666666666667	758.2666666666667	c9
66438.WT_25	4514.809210526316	798.6907894736842	c2
66439.WT_25	4519.214285714285	851.2142857142857	c8
66440.WT_25	4529.542857142857	1009.0857142857144	c16
66441.WT_25	4535.363636363636	1109.3181818181818	c11
66442.WT_25	4541.433962264151	1217.2641509433963	c11
66444.WT_25	4556.86320754717	1423.132075471698	c17
66457.WT_25	4498.681818181818	553.9090909090909	c3
66460.WT_25	4520.911111111112	863.3037037037037	c8
66461.WT_25	4519.171597633136	886.4142011834319	c5
66462.WT_25	4524.888888888889	932.0	c8
66463.WT_25	4526.16	1022.08	c2
66464.WT_25	4534.190476190476	1125.071428571429	c16
66475.WT_25	4487.565217391304	357.7391304347826	c30
66476.WT_25	4492.363636363636	427.45454545454544	c17
66477.WT_25	4506.420289855072	629.8115942028985	c21
66479.WT_25	4524.789473684211	945.6842105263158	c8
66480.WT_25	4523.724137931034	953.4137931034484	c8
66492.WT_25	4494.888888888889	482.15277777777777	c11
66493.WT_25	4500.546218487395	588.3613445378152	c10
66496.WT_25	4506.52	711.6	c2
66498.WT_25	4527.0	1040.4146341463415	c7
66501.WT_25	4550.384615384615	1390.6615384615384	c6
66519.WT_25	4487.32	413.12	c7
66520.WT_25	4495.583333333333	518.7348484848485	c9
66521.WT_25	4505.076923076923	644.3076923076923	c8
66522.WT_25	4502.739130434783	650.1739130434783	c10
66523.WT_25	4509.3	764.1333333333333	c2
66524.WT_25	4516.328	844.088	c8
66525.WT_25	4521.45	941.175	c5
66526.WT_25	4521.375	969.125	c1
66527.WT_25	4526.666666666667	1012.6666666666666	c8
66528.WT_25	4522.85294117647	1017.1470588235294	c16
66529.WT_25	4538.815789473684	1166.2631578947369	c12
66530.WT_25	4547.496644295302	1304.489932885906	c11
66547.WT_25	4495.0	532.40625	c11
66549.WT_25	4508.271739130435	722.7173913043479	c9
66551.WT_25	4536.587301587301	1114.047619047619	c2
66552.WT_25	4530.863636363636	1125.0454545454545	c9
66554.WT_25	4551.347826086957	1380.5217391304348	c15
66577.WT_25	4503.424242424242	618.030303030303	c10
66578.WT_25	4502.064516129032	624.1290322580645	c10
66580.WT_25	4501.189655172414	635.1379310344828	c21
66581.WT_25	4502.407407407408	662.2469135802469	c16
66582.WT_25	4520.422222222222	972.6444444444444	c2
66583.WT_25	4523.01282051282	986.7051282051282	c2
66584.WT_25	4532.826923076923	1142.1538461538462	c9
66585.WT_25	4537.686274509804	1222.313725490196	c2
66603.WT_25	4502.0625	676.125	c16
66604.WT_25	4504.266666666666	693.0	c16
66605.WT_25	4507.459459459459	734.5472972972973	c2
66606.WT_25	4508.8	776.7	c2
66607.WT_25	4509.37037037037	804.3703703703703	c8
66609.WT_25	4518.446808510638	898.7234042553191	c5
66610.WT_25	4529.4	1121.7666666666669	c9
66631.WT_25	4479.6741573033705	316.8988764044944	c15
66632.WT_25	4479.66371681416	325.7699115044248	c15
66633.WT_25	4481.697435897436	379.9102564102564	c9
66637.WT_25	4505.0	705.3061224489796	c9
66638.WT_25	4519.772727272727	960.6969696969696	c2
66652.WT_25	4481.115384615385	308.45512820512823	c17
66653.WT_25	4480.661538461539	364.2974358974359	c22
66657.WT_25	4502.913043478261	670.4927536231884	c2
66658.WT_25	4506.263537906138	748.971119133574	c2
66659.WT_25	4518.673469387755	936.4285714285714	c5
66660.WT_25	4519.126582278481	990.8354430379746	c2
66661.WT_25	4522.16	1012.6	c9
66662.WT_25	4534.5	1150.5652173913045	c9
66663.WT_25	4533.833333333333	1170.8974358974358	c8
66686.WT_25	4488.46511627907	451.90697674418607	c9
66687.WT_25	4497.344827586207	601.8275862068965	c21
66688.WT_25	4501.421052631579	691.0526315789474	c8
66689.WT_25	4512.48	852.2	c2
66691.WT_25	4530.263157894737	1162.03007518797	c9
66693.WT_25	4541.419354838709	1322.6021505376343	c11
66694.WT_25	4546.8515625	1409.53125	c17
66705.WT_25	4485.555555555556	424.9166666666667	c7
66708.WT_25	4491.869230769231	557.9230769230769	c3
66709.WT_25	4495.431034482759	564.8448275862069	c14
66711.WT_25	4498.731182795699	610.5483870967741	c21
66712.WT_25	4499.68	644.6666666666666	c10
66713.WT_25	4500.104651162791	698.953488372093	c9
66714.WT_25	4502.785714285715	716.7857142857143	c0
66715.WT_25	4508.95	832.2833333333333	c8
66716.WT_25	4529.851851851852	1111.8148148148148	c2
